id	count
VOG01488	408
VOG00180	408
VOG00393	407
VOG00052	407
VOG10781	407
VOG11946	406
VOG10809	405
VOG01904	405
VOG09850	404
VOG00189	404
VOG09777	404
VOG03890	404
VOG00685	403
VOG00165	403
VOG03235	403
VOG01118	402
VOG10737	401
VOG03304	401
VOG11283	400
VOG01710	399
VOG01348	398
K00560	396
VOG02768	396
VOG00446	396
VOG02510	396
VOG01446	395
VOG11842	395
VOG10128	395
VOG03124	395
VOG10133	394
VOG10717	394
VOG00360	394
VOG00383	393
VOG02892	390
VOG03037	388
VOG03305	388
VOG00487	386
VOG00780	386
K00526	384
VOG00022	383
VOG01737	383
VOG03140	382
VOG00554	382
VOG02821	382
VOG00186	382
VOG10801	382
K00571	381
VOG00374	381
VOG00078	381
VOG01681	381
VOG00239	380
PF00303.19	379
VOG11084	379
VOG01013	379
VOG00334	379
VOG10081	378
VOG03513	378
VOG00585	378
VOG00132	378
PF00268.21	377
VOG00729	377
VOG09779	377
VOG09795	377
VOG00451	377
VOG09813	376
VOG01749	376
VOG11829	376
VOG03395	376
VOG01502	376
PF00145.17	375
VOG00752	375
VOG09836	374
VOG11820	374
VOG11806	374
VOG01746	373
VOG10761	372
VOG10365	372
VOG09825	372
VOG10396	372
VOG02457	371
VOG01852	371
VOG09829	371
VOG01441	371
VOG00566	371
K19789	370
VOG10752	370
VOG00778	370
VOG01001	369
VOG09812	368
VOG00784	368
VOG19369	367
VOG21157	365
VOG02308	365
VOG01670	365
PF05709.11	363
VOG03376	362
VOG03259	362
VOG00693	362
VOG00674	361
VOG10448	361
VOG02854	360
VOG09804	359
VOG00932	359
VOG02669	358
VOG10764	358
VOG01017	358
VOG02748	358
VOG03244	357
VOG10584	357
VOG02416	356
VOG00154	356
VOG11822	355
VOG03557	355
VOG11857	354
VOG10952	354
VOG09830	354
VOG00074	353
VOG01048	352
VOG01304	351
VOG03082	351
VOG09790	351
K00558	350
VOG01374	350
VOG00112	350
VOG00463	349
VOG03206	349
VOG02574	348
VOG09792	348
VOG02719	346
VOG03081	346
VOG11833	346
VOG11807	346
VOG00534	345
VOG01036	345
VOG00195	345
VOG11793	345
VOG00146	345
VOG00119	344
VOG00137	344
VOG10763	344
VOG00454	343
VOG01131	343
VOG00172	341
VOG00621	340
VOG03334	340
VOG02543	340
VOG01507	340
VOG10346	339
VOG02936	338
VOG00575	338
VOG00376	338
PF01510.25	337
K02316	337
VOG00139	337
VOG00665	337
VOG10777	337
VOG10760	336
VOG01610	336
VOG00392	335
VOG00916	334
VOG00619	333
VOG09798	333
VOG02687	333
VOG00759	333
VOG02623	332
VOG10756	332
K03546	331
VOG09761	331
VOG01076	331
VOG03241	331
VOG00242	331
VOG23578	330
VOG01387	330
K01447	329
VOG00796	329
VOG10762	329
VOG00126	328
VOG10757	327
VOG11828	327
VOG00923	325
VOG02575	325
VOG02984	324
VOG00178	323
VOG00106	323
VOG00652	323
VOG01679	322
VOG01014	322
VOG00157	321
VOG11821	321
VOG10766	321
VOG02486	320
VOG10024	320
VOG10769	320
VOG01753	320
VOG02774	319
VOG10774	319
VOG03517	319
VOG01666	318
VOG10047	318
VOG09794	318
VOG10753	318
VOG09840	317
VOG02638	316
VOG10026	315
VOG04752	314
VOG02640	314
VOG00317	314
VOG02861	314
VOG02954	313
VOG01175	313
VOG10850	313
VOG00378	313
VOG02745	312
VOG02956	312
VOG10025	311
VOG02483	311
VOG01893	311
VOG01526	311
VOG01124	311
VOG01091	311
VOG11261	310
VOG02907	310
VOG02934	309
PF01391.18	308
VOG01731	308
VOG00628	308
VOG10041	308
VOG03500	308
VOG09820	308
VOG11824	307
VOG10478	307
VOG00395	307
VOG01398	306
VOG03516	306
VOG00809	306
PF00239.21	305
VOG00681	305
VOG00328	304
PF00959.19	303
VOG04499	303
VOG00569	303
VOG11830	302
VOG00274	302
VOG00373	301
VOG01362	301
VOG02885	301
VOG02336	301
VOG10030	301
VOG09821	301
VOG00735	301
VOG01894	299
VOG01075	299
VOG01196	299
VOG01127	299
VOG10569	297
VOG03173	296
VOG01054	296
VOG01256	296
VOG00586	295
VOG04756	295
VOG10044	295
VOG00135	295
VOG00617	295
VOG01779	295
VOG01726	294
VOG10045	293
VOG10017	293
VOG02695	293
VOG11086	293
VOG00787	293
VOG10035	292
VOG00232	292
VOG01839	292
VOG00556	292
VOG01055	290
VOG00215	290
VOG00391	290
K17680	289
VOG01100	289
VOG01181	289
VOG02146	289
PF04865.14	288
K01356	288
VOG11958	288
VOG01026	288
VOG00504	288
VOG01823	288
VOG00798	288
PF03354.15	287
K04763	287
VOG20982	287
VOG00673	287
K06919	286
VOG00436	286
VOG00238	286
PF03237.15	285
VOG01435	285
VOG01421	285
VOG10040	285
VOG00220	285
VOG10022	285
VOG10036	285
VOG10046	284
VOG01716	284
VOG00942	284
VOG00402	284
VOG11841	284
VOG11800	284
VOG01112	284
K07465	283
VOG11809	283
VOG03077	283
VOG11808	283
VOG10492	282
VOG00785	282
VOG10023	282
VOG02910	281
VOG11787	281
VOG11825	280
VOG02496	280
K14440	279
K01520	279
VOG00938	279
VOG00251	279
K06907	277
VOG00259	277
VOG19888	277
VOG00228	277
VOG10375	277
K06400	276
K03547	276
VOG01814	276
VOG00679	276
VOG01399	276
VOG10139	276
PF09643.10	275
VOG03370	275
VOG01085	274
VOG00460	274
VOG00776	274
PF02945.15	273
VOG10953	273
VOG01027	273
VOG00198	273
VOG09781	273
VOG01912	273
VOG10954	273
PF07852.11	272
VOG09819	272
VOG00386	272
VOG01204	272
PF03374.14	271
VOG04389	271
VOG01416	271
VOG00733	271
VOG00087	271
VOG09759	271
VOG02647	271
PF13479.6	270
VOG09893	270
VOG00524	270
VOG01021	270
VOG09818	270
VOG00219	269
VOG00471	269
VOG01480	269
VOG01236	269
VOG00758	268
VOG01705	268
VOG01663	268
VOG11785	267
VOG01417	267
VOG01869	266
VOG09766	266
VOG00450	266
VOG00433	265
VOG02773	265
VOG02508	265
VOG03320	265
VOG10015	265
VOG10949	264
VOG02831	264
K06223	263
VOG00107	263
VOG00177	263
VOG12256	263
VOG02285	263
VOG11786	263
PF12705.7	262
VOG15602	262
VOG00626	261
VOG03400	261
VOG00183	260
VOG00530	260
VOG00457	260
VOG01842	260
VOG11804	260
VOG02650	259
VOG11617	259
VOG00722	259
VOG09802	259
VOG01134	259
VOG00355	259
PF02086.15	258
PF00574.23	258
VOG04359	258
VOG00046	258
VOG11618	258
VOG01905	258
VOG01365	258
VOG00212	258
VOG10129	258
VOG11794	257
VOG11788	257
PF02562.16	256
VOG10789	256
VOG04080	256
K01493	255
PF04404.12	254
VOG23251	254
VOG11489	254
VOG00552	254
VOG02693	254
PF03837.14	253
VOG11805	253
VOG00246	253
VOG00357	252
VOG01700	252
VOG03273	252
VOG09770	252
VOG00906	251
VOG02481	251
VOG01652	251
VOG10127	251
VOG10575	251
PF00692.19	250
VOG00649	250
VOG03888	250
VOG09834	250
VOG10286	249
VOG00914	249
VOG00810	249
VOG01491	249
K01358	248
VOG23339	248
VOG02677	248
VOG12502	248
VOG11799	248
VOG00871	247
VOG01495	247
VOG09817	247
VOG10776	247
VOG00170	247
VOG11260	247
VOG02752	246
VOG10770	246
VOG01466	246
VOG11798	246
PF00383.23	245
VOG14073	245
VOG11571	245
VOG14074	245
VOG01423	245
VOG11840	245
VOG04290	245
VOG00037	244
VOG10333	244
VOG03357	244
VOG02164	244
VOG19498	243
VOG01033	243
VOG01544	243
VOG03118	243
VOG02707	243
VOG10424	243
VOG02443	243
VOG11749	242
VOG00015	242
VOG14076	242
VOG03153	242
VOG00998	242
VOG11085	242
VOG01789	242
K06904	241
K07729	241
VOG11796	241
PF04466.13	240
VOG04214	240
VOG03387	240
VOG01010	240
VOG01884	239
VOG10628	239
VOG01578	239
VOG00168	238
VOG00605	238
VOG03119	237
VOG10308	237
VOG00490	237
VOG00624	237
VOG09780	237
VOG11784	237
K03791	236
K02315	236
VOG02595	236
VOG11834	236
VOG10790	236
VOG00803	236
VOG09816	236
VOG03397	236
VOG09771	235
VOG01307	235
VOG10446	235
K03553	234
VOG01675	234
VOG09765	234
VOG01289	234
VOG01062	234
VOG09815	234
VOG10880	234
VOG02593	233
VOG11045	233
VOG01003	233
VOG00500	233
VOG02492	233
VOG03068	233
VOG03033	233
VOG23481	232
VOG00768	232
VOG11558	232
VOG11810	232
VOG00974	231
VOG02790	231
VOG00121	231
VOG00384	231
VOG00795	231
VOG09837	231
VOG01299	231
VOG01614	231
VOG11790	231
VOG01019	230
VOG01743	230
VOG00182	230
VOG01581	230
PF04233.14	229
VOG02589	229
VOG01571	229
VOG00072	229
VOG03105	229
K02319	228
VOG02998	228
VOG02742	228
VOG11226	228
VOG03172	228
VOG02349	228
VOG10832	228
VOG11838	228
VOG00684	227
VOG00048	227
K07741	225
VOG21431	225
VOG00278	225
VOG03554	225
VOG02722	225
VOG23625	225
VOG00717	225
VOG01005	225
VOG09894	225
VOG11278	225
VOG09783	225
K07474	224
VOG01484	224
VOG00194	224
VOG00359	224
VOG00925	224
VOG03216	223
VOG00497	223
VOG09787	222
VOG02923	222
VOG09762	222
VOG01394	222
VOG01906	222
VOG10842	222
PF12684.7	221
VOG00741	221
VOG00710	221
VOG01473	221
VOG01919	221
VOG00980	221
VOG00547	221
VOG10827	220
VOG10826	220
VOG09776	220
VOG04678	220
VOG14061	219
VOG11276	219
VOG03129	219
VOG01618	219
VOG02772	219
VOG09785	218
VOG03000	218
VOG01886	218
PF04984.14	217
PF13884.6	217
K00287	217
VOG01520	217
VOG11057	217
VOG13046	217
VOG01159	217
VOG14078	217
PF00940.19	216
VOG04663	216
VOG01405	216
VOG14051	216
VOG10830	216
PF00186.19	215
VOG14059	215
VOG01300	215
VOG01632	215
VOG14058	215
VOG03267	215
VOG14056	215
VOG14055	215
VOG14063	215
VOG14054	215
VOG14060	215
VOG14057	215
VOG14053	215
VOG14062	215
VOG03348	215
VOG01785	215
VOG00456	214
VOG00604	214
VOG04146	214
VOG10828	214
PF05866.11	213
VOG11839	212
VOG00167	212
VOG10837	212
VOG14075	212
VOG01012	212
VOG10016	212
VOG02441	212
VOG01769	212
VOG10585	212
VOG14081	212
VOG00922	211
VOG10849	211
VOG00720	211
VOG10843	211
VOG10829	211
VOG10831	211
VOG02472	211
VOG14080	211
VOG10836	211
VOG10844	211
VOG10846	211
VOG15416	211
VOG09782	211
VOG04762	211
PF03864.15	210
VOG03226	210
VOG00786	210
VOG11813	210
VOG10840	210
VOG01161	210
VOG02140	210
VOG14069	210
VOG01065	209
VOG01142	209
VOG10845	209
VOG10839	209
VOG09824	209
VOG02852	209
VOG02867	209
VOG11832	209
VOG03253	209
K22300	208
VOG10360	208
VOG02668	207
VOG03159	207
VOG09775	207
VOG10873	207
VOG10014	207
PF00004.29	206
VOG11087	206
VOG00700	206
VOG03356	206
VOG14066	206
VOG09822	206
K06191	205
VOG03927	205
VOG00262	205
VOG01483	205
VOG09784	205
VOG10557	205
VOG00488	203
VOG10838	203
VOG10881	203
VOG01929	203
VOG01776	203
PF03592.16	202
VOG21059	202
VOG02076	202
VOG00123	202
VOG02034	201
VOG10841	201
VOG11117	201
VOG00136	200
VOG00634	200
VOG01857	200
VOG01758	200
VOG00648	200
PF12236.8	199
VOG01567	199
VOG00788	199
VOG09786	199
VOG03127	199
VOG09826	199
VOG00412	199
VOG13487	198
VOG00560	198
VOG00452	198
VOG11938	198
VOG00718	198
VOG00018	198
VOG11835	198
VOG10859	198
VOG16008	198
VOG01667	197
VOG01095	197
VOG01918	197
VOG00468	197
VOG10834	197
VOG10593	197
VOG00192	197
VOG10038	196
VOG04842	196
VOG00989	196
VOG02889	196
VOG09811	196
VOG11156	196
VOG02355	196
VOG02304	196
PF14216.6	195
VOG02713	195
VOG02006	195
VOG03141	195
VOG04165	195
VOG10860	195
VOG10867	195
VOG04124	195
VOG10600	195
VOG01962	194
VOG10594	194
VOG01825	194
K01160	193
VOG04497	193
VOG11939	193
VOG10586	193
VOG10591	193
VOG09791	193
PF07068.11	192
VOG12605	192
VOG00678	192
VOG03498	192
VOG10808	192
VOG03021	191
VOG02810	191
VOG10847	191
VOG03523	191
VOG00775	191
VOG01947	191
VOG10862	191
VOG01136	191
VOG11566	191
PF03906.14	190
PF13481.6	190
VOG11093	190
VOG01605	190
VOG15415	190
VOG03360	190
VOG02597	190
VOG00133	190
VOG00407	189
VOG03458	189
VOG00668	188
VOG01489	188
VOG00571	188
VOG00217	188
VOG03483	188
VOG11151	188
PF09414.10	187
VOG09852	187
VOG01944	187
VOG11792	187
VOG00940	187
VOG04574	187
PF01551.22	186
K06903	186
VOG00083	186
VOG01444	186
VOG10352	186
VOG03100	186
VOG03063	186
K19721	185
VOG00508	185
VOG00447	185
VOG03128	185
VOG11811	185
VOG01007	185
VOG00769	185
PF10926.8	184
VOG10733	184
VOG13456	184
VOG09772	184
VOG12564	184
VOG02781	184
PF04586.17	183
PF09669.10	183
VOG02949	183
VOG10300	183
VOG12598	183
VOG09788	183
VOG00396	182
VOG15175	182
VOG01356	182
VOG02743	182
VOG10320	182
VOG15181	182
VOG00095	182
VOG00458	182
VOG11791	182
VOG01149	182
PF00154.21	181
VOG15177	181
VOG01415	181
VOG10667	181
VOG00918	181
VOG03232	181
VOG13038	181
VOG11817	181
VOG11267	181
VOG01954	181
PF01068.21	180
VOG01829	180
VOG01133	180
VOG10018	180
VOG10905	180
VOG00265	180
VOG15178	180
VOG11490	180
VOG15182	180
VOG11495	180
VOG11486	180
VOG11723	180
VOG11448	180
VOG04641	180
VOG02730	179
VOG15180	179
VOG03417	179
VOG01152	179
VOG00962	179
PF12322.8	178
VOG00616	178
VOG01613	178
VOG00364	178
VOG10913	178
PF05895.12	177
VOG00639	177
VOG01930	177
VOG11403	177
VOG01923	177
VOG01866	177
VOG00469	177
VOG00304	177
VOG10588	177
K17677	176
VOG00988	176
VOG10498	176
VOG13387	176
K10906	175
VOG03545	175
VOG11281	175
PF05876.12	174
VOG00661	174
VOG10848	174
VOG10871	174
VOG11273	174
VOG00716	174
VOG02513	173
VOG01649	173
VOG01757	173
VOG01303	173
VOG00748	173
VOG11836	173
VOG00329	173
PF17212.3	172
VOG00637	172
VOG22071	172
VOG10422	172
VOG03575	172
VOG02585	172
PF16473.5	171
VOG00689	171
VOG02412	171
VOG15179	171
VOG00270	171
VOG04167	170
VOG04810	170
VOG10833	169
VOG15576	169
VOG01111	169
PF02498.17	168
VOG01461	168
VOG02374	168
VOG12002	168
VOG14072	168
VOG00100	168
VOG02796	168
VOG10142	167
VOG02717	167
VOG01164	167
VOG09800	167
VOG01756	167
VOG03211	167
VOG11802	167
VOG00683	167
VOG11970	166
VOG10887	166
VOG11533	166
VOG01102	166
VOG02697	166
PF05869.11	165
PF01695.17	165
PF00136.21	165
K08640	165
VOG10105	165
VOG11818	165
VOG11815	165
VOG02801	165
VOG00268	165
VOG10947	165
VOG00498	164
VOG11265	164
VOG01595	164
VOG10266	164
VOG11816	164
VOG10060	164
VOG00380	164
VOG10865	164
VOG02320	163
VOG02732	163
VOG00067	163
VOG01529	163
VOG01066	163
VOG11797	163
VOG00099	162
VOG11843	162
VOG11803	162
VOG02137	162
PF00176.23	161
K07455	161
VOG11122	161
VOG11089	161
VOG12022	161
VOG01375	161
K03462	160
VOG11125	160
VOG02176	160
VOG00811	160
VOG10716	160
VOG10587	160
VOG02879	160
VOG00757	160
VOG01781	160
VOG16015	159
VOG01569	159
VOG00913	159
VOG15176	159
VOG11482	159
VOG11023	159
VOG01504	159
VOG10113	159
PF05119.12	158
PF01464.20	158
VOG03144	158
VOG18918	158
VOG01355	158
VOG01552	158
PF08804.10	157
VOG01793	157
VOG02209	157
VOG00766	157
VOG10276	157
VOG00319	157
VOG10027	157
VOG00377	157
VOG09823	157
VOG03401	157
PF13759.6	156
VOG19102	156
VOG03013	156
VOG11129	156
VOG18035	156
VOG11130	156
VOG14077	156
VOG10475	156
VOG10648	156
VOG00987	156
VOG03489	156
PF04531.13	155
VOG19332	155
VOG01283	155
VOG00088	155
VOG10711	155
VOG00660	155
VOG02048	155
VOG11814	155
VOG11795	155
VOG10358	155
VOG16300	155
VOG11142	154
VOG01384	154
VOG11128	154
VOG02694	154
VOG23248	154
VOG00958	154
VOG11497	154
VOG11844	154
VOG10645	154
VOG01320	154
PF07230.11	153
VOG10688	153
VOG01360	153
VOG00709	153
VOG10739	153
VOG02851	153
VOG01419	153
VOG00462	153
VOG10372	153
VOG03188	153
VOG02485	153
VOG00401	153
VOG01862	153
PF16075.5	152
K02086	152
VOG02853	152
VOG10702	152
VOG10691	152
VOG20195	152
VOG10077	152
VOG10083	152
VOG10082	152
VOG10072	152
VOG04141	152
VOG04850	152
VOG04670	152
VOG11121	152
VOG02806	152
VOG10091	152
VOG10075	152
VOG10090	152
VOG10086	152
VOG10078	152
VOG10073	152
VOG10071	152
VOG01437	152
VOG10080	152
VOG10064	152
VOG10076	152
VOG01551	152
VOG10074	152
VOG10092	152
VOG04853	152
VOG10063	152
VOG10088	152
VOG11092	152
VOG00276	152
VOG09833	152
VOG10079	152
VOG00510	152
VOG02932	152
PF03420.13	151
VOG20937	151
VOG10720	151
VOG10089	151
VOG00704	151
VOG00543	151
VOG00535	151
K04801	150
VOG10725	150
VOG10738	150
VOG10385	150
VOG13044	150
PF04095.16	149
K09961	149
VOG10684	149
VOG00815	149
VOG11115	149
VOG00911	149
VOG02624	149
VOG03363	149
VOG01648	149
VOG10087	149
VOG03390	149
VOG10686	149
VOG10690	149
VOG00484	149
PF10651.9	148
K07074	148
VOG01042	148
VOG11910	148
VOG10727	148
VOG03540	148
VOG09750	148
VOG09803	148
VOG10698	148
VOG00365	148
VOG18244	148
VOG10643	148
VOG00421	148
VOG11952	148
VOG11769	147
VOG10700	147
VOG10592	147
VOG00865	147
VOG03133	147
VOG02381	147
K02342	146
VOG10736	146
VOG04697	146
VOG10714	146
VOG02602	146
VOG10701	146
VOG10683	146
VOG11127	146
VOG10085	146
VOG10723	146
VOG09789	146
VOG00941	146
VOG00850	146
PF06381.11	145
PF10127.9	145
K18955	145
VOG02939	145
VOG10694	145
VOG01200	145
VOG10674	145
VOG02490	145
VOG03460	145
VOG15609	145
VOG02423	145
VOG10668	145
VOG09743	145
VOG00273	145
VOG04418	145
VOG10596	145
VOG03830	145
VOG03189	144
VOG10747	144
VOG00824	144
VOG11391	144
VOG01418	144
VOG10651	144
VOG10656	144
VOG00512	144
VOG01101	144
VOG10695	143
VOG10745	143
VOG10681	143
VOG10679	143
VOG02613	143
VOG10703	143
VOG10709	143
VOG10705	143
VOG10676	143
VOG10669	143
VOG10729	143
VOG10741	143
VOG10731	143
VOG10675	143
VOG10661	143
VOG10657	143
VOG10744	143
VOG10672	143
VOG10742	143
VOG10726	143
VOG10637	143
VOG10131	143
VOG10712	143
VOG10748	143
VOG10685	143
VOG10696	143
VOG10743	143
VOG10693	143
VOG10646	143
VOG18089	143
VOG10638	143
VOG10678	143
VOG10718	143
VOG10641	143
VOG10653	143
VOG10724	143
VOG10719	143
VOG10687	143
VOG10715	143
VOG10710	143
VOG02641	143
VOG10647	143
VOG10707	143
VOG00841	143
VOG10740	143
VOG10699	143
VOG00852	143
VOG02701	142
VOG23935	142
VOG01110	142
VOG10697	142
VOG10680	142
VOG10652	142
VOG10728	142
VOG03004	142
VOG13488	142
VOG10734	142
VOG10670	142
VOG10735	142
VOG11179	142
VOG11855	142
VOG20679	142
VOG01451	142
VOG03091	142
VOG00288	142
VOG03284	141
VOG24825	141
VOG11096	141
VOG10101	141
VOG10704	141
VOG01277	141
VOG01492	141
VOG00223	141
VOG10671	141
VOG10730	141
VOG14071	141
VOG01682	141
PF05521.11	140
K01144	140
K03497	140
VOG10140	140
VOG02633	140
VOG00870	140
VOG03122	140
VOG10804	140
VOG03174	140
VOG01071	140
K02334	139
PF00877.19	139
K00527	139
K06217	139
VOG01668	139
VOG10324	139
VOG10642	139
VOG00045	139
VOG10722	139
VOG00269	139
VOG02240	139
VOG10787	139
VOG03501	139
PF13671.6	138
VOG24545	138
VOG11535	138
VOG00662	138
VOG11303	138
VOG12325	138
VOG10713	138
VOG11930	138
VOG11178	138
VOG04818	138
VOG10658	138
VOG10650	138
PF04965.14	137
K07496	137
VOG11580	137
VOG01877	137
VOG01186	137
VOG11069	137
VOG14064	137
VOG00371	137
K02337	136
VOG21959	136
VOG11765	136
VOG02390	136
VOG10901	136
VOG00691	136
VOG11472	136
VOG10442	136
VOG10392	136
VOG01126	136
VOG00959	136
VOG11862	136
VOG11173	136
VOG09835	136
PF07463.11	135
PF00717.23	135
VOG00461	135
VOG10883	135
VOG12607	135
VOG11280	135
VOG00486	135
VOG02580	135
VOG11168	135
VOG00738	135
VOG01591	135
VOG01638	135
VOG10434	135
VOG01141	135
PF09250.11	134
VOG10070	134
VOG00937	134
VOG00808	134
VOG10654	134
VOG11464	134
VOG00807	134
VOG00546	134
K14680	133
VOG02437	133
VOG04560	133
VOG00756	133
VOG03436	133
VOG16818	133
VOG03076	133
VOG01252	133
VOG00555	133
VOG00618	133
PF16724.5	132
PF11649.8	132
